Series Name,Series Code,Country Name,Country Code,2021 [YR2021]
GDP per capita (current US$),NY.GDP.PCAP.CD,European Union,EUU,38411.062779601
GDP per capita (current US$),NY.GDP.PCAP.CD,Afghanistan,AFG,368.754614175459
GDP per capita (current US$),NY.GDP.PCAP.CD,Albania,ALB,6492.87201224634
GDP per capita (current US$),NY.GDP.PCAP.CD,Algeria,DZA,3690.62787797599
GDP per capita (current US$),NY.GDP.PCAP.CD,American Samoa,ASM,15743.3107582991
GDP per capita (current US$),NY.GDP.PCAP.CD,Andorra,AND,42137.3272710372
GDP per capita (current US$),NY.GDP.PCAP.CD,Angola,AGO,1953.53375721508
GDP per capita (current US$),NY.GDP.PCAP.CD,Antigua and Barbuda,ATG,15781.3957017982
GDP per capita (current US$),NY.GDP.PCAP.CD,Argentina,ARG,10636.1201956183
GDP per capita (current US$),NY.GDP.PCAP.CD,Armenia,ARM,4966.51347122366
GDP per capita (current US$),NY.GDP.PCAP.CD,Aruba,ABW,29342.1008575886
GDP per capita (current US$),NY.GDP.PCAP.CD,Australia,AUS,60443.1091649968
GDP per capita (current US$),NY.GDP.PCAP.CD,Austria,AUT,53637.7057109897
GDP per capita (current US$),NY.GDP.PCAP.CD,Azerbaijan,AZE,5387.99797495383
GDP per capita (current US$),NY.GDP.PCAP.CD,"Bahamas, The",BHS,27478.3896289831
GDP per capita (current US$),NY.GDP.PCAP.CD,Bahrain,BHR,26562.9691354026
GDP per capita (current US$),NY.GDP.PCAP.CD,Bangladesh,BGD,2457.92487986361
GDP per capita (current US$),NY.GDP.PCAP.CD,Barbados,BRB,17225.4623044097
GDP per capita (current US$),NY.GDP.PCAP.CD,Belarus,BLR,7302.25779418774
GDP per capita (current US$),NY.GDP.PCAP.CD,Belgium,BEL,51247.0143531626
GDP per capita (current US$),NY.GDP.PCAP.CD,Belize,BLZ,6228.26730928353
GDP per capita (current US$),NY.GDP.PCAP.CD,Benin,BEN,1319.1549945174
GDP per capita (current US$),NY.GDP.PCAP.CD,Bermuda,BMU,114090.328338579
GDP per capita (current US$),NY.GDP.PCAP.CD,Bhutan,BTN,3266.36490519183
GDP per capita (current US$),NY.GDP.PCAP.CD,Bolivia,BOL,3345.19658873831
GDP per capita (current US$),NY.GDP.PCAP.CD,Bosnia and Herzegovina,BIH,7143.3105484321
GDP per capita (current US$),NY.GDP.PCAP.CD,Botswana,BWA,6805.22127398897
GDP per capita (current US$),NY.GDP.PCAP.CD,Brazil,BRA,7507.16097080234
GDP per capita (current US$),NY.GDP.PCAP.CD,British Virgin Islands,VGB,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Brunei Darussalam,BRN,31449.0765620727
GDP per capita (current US$),NY.GDP.PCAP.CD,Bulgaria,BGR,12221.4966064171
GDP per capita (current US$),NY.GDP.PCAP.CD,Burkina Faso,BFA,893.077155776863
GDP per capita (current US$),NY.GDP.PCAP.CD,Burundi,BDI,221.477676223363
GDP per capita (current US$),NY.GDP.PCAP.CD,Cabo Verde,CPV,3293.23305430614
GDP per capita (current US$),NY.GDP.PCAP.CD,Cambodia,KHM,1625.23501955454
GDP per capita (current US$),NY.GDP.PCAP.CD,Cameroon,CMR,1666.93273443122
GDP per capita (current US$),NY.GDP.PCAP.CD,Canada,CAN,51987.9390529728
GDP per capita (current US$),NY.GDP.PCAP.CD,Cayman Islands,CYM,86568.7696368603
GDP per capita (current US$),NY.GDP.PCAP.CD,Central African Republic,CAF,461.137490166508
GDP per capita (current US$),NY.GDP.PCAP.CD,Chad,TCD,685.690284124456
GDP per capita (current US$),NY.GDP.PCAP.CD,Channel Islands,CHI,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Chile,CHL,16265.0959767147
GDP per capita (current US$),NY.GDP.PCAP.CD,China,CHN,12556.3331200058
GDP per capita (current US$),NY.GDP.PCAP.CD,Colombia,COL,6104.1367093039
GDP per capita (current US$),NY.GDP.PCAP.CD,Comoros,COM,1577.47102705052
GDP per capita (current US$),NY.GDP.PCAP.CD,"Congo, Dem. Rep.",COD,577.209215199828
GDP per capita (current US$),NY.GDP.PCAP.CD,"Congo, Rep.",COG,2290.38289133244
GDP per capita (current US$),NY.GDP.PCAP.CD,Costa Rica,CRI,12472.4437294954
GDP per capita (current US$),NY.GDP.PCAP.CD,Cote d'Ivoire,CIV,2549.04129724734
GDP per capita (current US$),NY.GDP.PCAP.CD,Croatia,HRV,17685.3252834553
GDP per capita (current US$),NY.GDP.PCAP.CD,Cuba,CUB,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Curacao,CUW,17717.5964802588
GDP per capita (current US$),NY.GDP.PCAP.CD,Cyprus,CYP,31551.81640625
GDP per capita (current US$),NY.GDP.PCAP.CD,Czechia,CZE,26821.2452279995
GDP per capita (current US$),NY.GDP.PCAP.CD,Denmark,DNK,68007.7566732954
GDP per capita (current US$),NY.GDP.PCAP.CD,Djibouti,DJI,3150.43672926335
GDP per capita (current US$),NY.GDP.PCAP.CD,Dominica,DMA,7653.17187042868
GDP per capita (current US$),NY.GDP.PCAP.CD,Dominican Republic,DOM,8476.75215730978
GDP per capita (current US$),NY.GDP.PCAP.CD,Ecuador,ECU,5965.13287054416
GDP per capita (current US$),NY.GDP.PCAP.CD,"Egypt, Arab Rep.",EGY,3698.83498105861
GDP per capita (current US$),NY.GDP.PCAP.CD,El Salvador,SLV,4551.18466141298
GDP per capita (current US$),NY.GDP.PCAP.CD,Equatorial Guinea,GNQ,7506.66752306086
GDP per capita (current US$),NY.GDP.PCAP.CD,Eritrea,ERI,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Estonia,EST,27943.701219882
GDP per capita (current US$),NY.GDP.PCAP.CD,Eswatini,SWZ,3978.4035281759
GDP per capita (current US$),NY.GDP.PCAP.CD,Ethiopia,ETH,925.077428048534
GDP per capita (current US$),NY.GDP.PCAP.CD,Faroe Islands,FRO,69010.3098011151
GDP per capita (current US$),NY.GDP.PCAP.CD,Fiji,FJI,4646.6127232145
GDP per capita (current US$),NY.GDP.PCAP.CD,Finland,FIN,53654.7502964259
GDP per capita (current US$),NY.GDP.PCAP.CD,France,FRA,43658.9789781222
GDP per capita (current US$),NY.GDP.PCAP.CD,French Polynesia,PYF,19914.6035133645
GDP per capita (current US$),NY.GDP.PCAP.CD,Gabon,GAB,8635.32569443437
GDP per capita (current US$),NY.GDP.PCAP.CD,"Gambia, The",GMB,772.152395143237
GDP per capita (current US$),NY.GDP.PCAP.CD,Georgia,GEO,5023.27437961979
GDP per capita (current US$),NY.GDP.PCAP.CD,Germany,DEU,51203.5544731043
GDP per capita (current US$),NY.GDP.PCAP.CD,Ghana,GHA,2363.29929621422
GDP per capita (current US$),NY.GDP.PCAP.CD,Gibraltar,GIB,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Greece,GRC,20192.5963039061
GDP per capita (current US$),NY.GDP.PCAP.CD,Greenland,GRL,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Grenada,GRD,9010.57224466261
GDP per capita (current US$),NY.GDP.PCAP.CD,Guam,GUM,35904.8635462723
GDP per capita (current US$),NY.GDP.PCAP.CD,Guatemala,GTM,5025.5422907779
GDP per capita (current US$),NY.GDP.PCAP.CD,Guinea,GIN,1189.17599946631
GDP per capita (current US$),NY.GDP.PCAP.CD,Guinea-Bissau,GNB,795.118569260485
GDP per capita (current US$),NY.GDP.PCAP.CD,Guyana,GUY,9998.54431136155
GDP per capita (current US$),NY.GDP.PCAP.CD,Haiti,HTI,1829.59304417211
GDP per capita (current US$),NY.GDP.PCAP.CD,Honduras,HND,2771.71746050946
GDP per capita (current US$),NY.GDP.PCAP.CD,"Hong Kong SAR, China",HKG,49800.5424137576
GDP per capita (current US$),NY.GDP.PCAP.CD,Hungary,HUN,18728.1218948689
GDP per capita (current US$),NY.GDP.PCAP.CD,Iceland,ISL,68727.636664709
GDP per capita (current US$),NY.GDP.PCAP.CD,India,IND,2256.59040870506
GDP per capita (current US$),NY.GDP.PCAP.CD,Indonesia,IDN,4332.70928089396
GDP per capita (current US$),NY.GDP.PCAP.CD,"Iran, Islamic Rep.",IRN,4091.20918670534
GDP per capita (current US$),NY.GDP.PCAP.CD,Iraq,IRQ,4775.3774539013
GDP per capita (current US$),NY.GDP.PCAP.CD,Ireland,IRL,100172.079253421
GDP per capita (current US$),NY.GDP.PCAP.CD,Isle of Man,IMN,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Israel,ISR,52170.7118623335
GDP per capita (current US$),NY.GDP.PCAP.CD,Italy,ITA,35657.4975631691
GDP per capita (current US$),NY.GDP.PCAP.CD,Jamaica,JAM,5183.58130458676
GDP per capita (current US$),NY.GDP.PCAP.CD,Japan,JPN,39312.6603730693
GDP per capita (current US$),NY.GDP.PCAP.CD,Jordan,JOR,4103.25896599583
GDP per capita (current US$),NY.GDP.PCAP.CD,Kazakhstan,KAZ,10373.7897924367
GDP per capita (current US$),NY.GDP.PCAP.CD,Kenya,KEN,2081.79985458438
GDP per capita (current US$),NY.GDP.PCAP.CD,Kiribati,KIR,1606.46251377314
GDP per capita (current US$),NY.GDP.PCAP.CD,"Korea, Dem. People's Rep.",PRK,..
GDP per capita (current US$),NY.GDP.PCAP.CD,"Korea, Rep.",KOR,34997.7816427848
GDP per capita (current US$),NY.GDP.PCAP.CD,Kosovo,XKX,5269.78390114389
GDP per capita (current US$),NY.GDP.PCAP.CD,Kuwait,KWT,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Kyrgyz Republic,KGZ,1276.7003650159
GDP per capita (current US$),NY.GDP.PCAP.CD,Lao PDR,LAO,2535.6234315211
GDP per capita (current US$),NY.GDP.PCAP.CD,Latvia,LVA,21148.1629405415
GDP per capita (current US$),NY.GDP.PCAP.CD,Lebanon,LBN,4136.14634699332
GDP per capita (current US$),NY.GDP.PCAP.CD,Lesotho,LSO,1094.09818489303
GDP per capita (current US$),NY.GDP.PCAP.CD,Liberia,LBR,675.66318584916
GDP per capita (current US$),NY.GDP.PCAP.CD,Libya,LBY,6357.19555043805
GDP per capita (current US$),NY.GDP.PCAP.CD,Liechtenstein,LIE,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Lithuania,LTU,23723.3402510345
GDP per capita (current US$),NY.GDP.PCAP.CD,Luxembourg,LUX,133590.146975586
GDP per capita (current US$),NY.GDP.PCAP.CD,"Macao SAR, China",MAC,43873.5911643329
GDP per capita (current US$),NY.GDP.PCAP.CD,Madagascar,MDG,500.511031950657
GDP per capita (current US$),NY.GDP.PCAP.CD,Malawi,MWI,634.835660105302
GDP per capita (current US$),NY.GDP.PCAP.CD,Malaysia,MYS,11109.2618387745
GDP per capita (current US$),NY.GDP.PCAP.CD,Maldives,MDV,10366.2933584066
GDP per capita (current US$),NY.GDP.PCAP.CD,Mali,MLI,873.794862375503
GDP per capita (current US$),NY.GDP.PCAP.CD,Malta,MLT,33486.671983855
GDP per capita (current US$),NY.GDP.PCAP.CD,Marshall Islands,MHL,6172.14506539834
GDP per capita (current US$),NY.GDP.PCAP.CD,Mauritania,MRT,2166.04679858214
GDP per capita (current US$),NY.GDP.PCAP.CD,Mauritius,MUS,9106.23720230699
GDP per capita (current US$),NY.GDP.PCAP.CD,Mexico,MEX,10045.6805004963
GDP per capita (current US$),NY.GDP.PCAP.CD,"Micronesia, Fed. Sts.",FSM,3571.33676887856
GDP per capita (current US$),NY.GDP.PCAP.CD,Moldova,MDA,5230.66173289497
GDP per capita (current US$),NY.GDP.PCAP.CD,Monaco,MCO,234315.460503547
GDP per capita (current US$),NY.GDP.PCAP.CD,Mongolia,MNG,4566.14015433014
GDP per capita (current US$),NY.GDP.PCAP.CD,Montenegro,MNE,9465.70399879557
GDP per capita (current US$),NY.GDP.PCAP.CD,Morocco,MAR,3795.38012695313
GDP per capita (current US$),NY.GDP.PCAP.CD,Mozambique,MOZ,491.839112773674
GDP per capita (current US$),NY.GDP.PCAP.CD,Myanmar,MMR,1209.92694225482
GDP per capita (current US$),NY.GDP.PCAP.CD,Namibia,NAM,4865.55776470864
GDP per capita (current US$),NY.GDP.PCAP.CD,Nauru,NRU,10648.1413901852
GDP per capita (current US$),NY.GDP.PCAP.CD,Nepal,NPL,1208.21853383767
GDP per capita (current US$),NY.GDP.PCAP.CD,Netherlands,NLD,57767.8788108173
GDP per capita (current US$),NY.GDP.PCAP.CD,New Caledonia,NCL,37159.5467662165
GDP per capita (current US$),NY.GDP.PCAP.CD,New Zealand,NZL,48781.0266328884
GDP per capita (current US$),NY.GDP.PCAP.CD,Nicaragua,NIC,2045.53540189014
GDP per capita (current US$),NY.GDP.PCAP.CD,Niger,NER,590.629454795899
GDP per capita (current US$),NY.GDP.PCAP.CD,Nigeria,NGA,2065.74906750923
GDP per capita (current US$),NY.GDP.PCAP.CD,North Macedonia,MKD,6694.64112581709
GDP per capita (current US$),NY.GDP.PCAP.CD,Northern Mariana Islands,MNP,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Norway,NOR,89154.2760934922
GDP per capita (current US$),NY.GDP.PCAP.CD,Oman,OMN,19509.4664633867
GDP per capita (current US$),NY.GDP.PCAP.CD,Pakistan,PAK,1505.01019279429
GDP per capita (current US$),NY.GDP.PCAP.CD,Palau,PLW,12083.8881491345
GDP per capita (current US$),NY.GDP.PCAP.CD,Panama,PAN,14617.6044816372
GDP per capita (current US$),NY.GDP.PCAP.CD,Papua New Guinea,PNG,2672.94579035518
GDP per capita (current US$),NY.GDP.PCAP.CD,Paraguay,PRY,5891.49996504641
GDP per capita (current US$),NY.GDP.PCAP.CD,Peru,PER,6621.57433601881
GDP per capita (current US$),NY.GDP.PCAP.CD,Philippines,PHL,3460.53096344408
GDP per capita (current US$),NY.GDP.PCAP.CD,Poland,POL,17999.9099495446
GDP per capita (current US$),NY.GDP.PCAP.CD,Portugal,PRT,24567.5092651
GDP per capita (current US$),NY.GDP.PCAP.CD,Puerto Rico,PRI,32640.710335631
GDP per capita (current US$),NY.GDP.PCAP.CD,Qatar,QAT,66838.357433014
GDP per capita (current US$),NY.GDP.PCAP.CD,Romania,ROU,14858.2294290445
GDP per capita (current US$),NY.GDP.PCAP.CD,Russian Federation,RUS,12194.77734375
GDP per capita (current US$),NY.GDP.PCAP.CD,Rwanda,RWA,822.3479885942
GDP per capita (current US$),NY.GDP.PCAP.CD,Samoa,WSM,3857.31846401804
GDP per capita (current US$),NY.GDP.PCAP.CD,San Marino,SMR,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Sao Tome and Principe,STP,2360.54355385897
GDP per capita (current US$),NY.GDP.PCAP.CD,Saudi Arabia,SAU,23185.8707917797
GDP per capita (current US$),NY.GDP.PCAP.CD,Senegal,SEN,1636.89320864296
GDP per capita (current US$),NY.GDP.PCAP.CD,Serbia,SRB,9230.17831602601
GDP per capita (current US$),NY.GDP.PCAP.CD,Seychelles,SYC,14653.3093943039
GDP per capita (current US$),NY.GDP.PCAP.CD,Sierra Leone,SLE,480.039211301066
GDP per capita (current US$),NY.GDP.PCAP.CD,Singapore,SGP,72794.0030226738
GDP per capita (current US$),NY.GDP.PCAP.CD,Sint Maarten (Dutch part),SXM,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Slovak Republic,SVK,21391.9253336042
GDP per capita (current US$),NY.GDP.PCAP.CD,Slovenia,SVN,29291.4006234431
GDP per capita (current US$),NY.GDP.PCAP.CD,Solomon Islands,SLB,2304.84456746354
GDP per capita (current US$),NY.GDP.PCAP.CD,Somalia,SOM,446.981559635259
GDP per capita (current US$),NY.GDP.PCAP.CD,South Africa,ZAF,7055.04477598783
GDP per capita (current US$),NY.GDP.PCAP.CD,South Sudan,SSD,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Spain,ESP,30103.513733191
GDP per capita (current US$),NY.GDP.PCAP.CD,Sri Lanka,LKA,4013.68765683604
GDP per capita (current US$),NY.GDP.PCAP.CD,St. Kitts and Nevis,KNA,18082.6101907478
GDP per capita (current US$),NY.GDP.PCAP.CD,St. Lucia,LCA,9414.22623085983
GDP per capita (current US$),NY.GDP.PCAP.CD,St. Martin (French part),MAF,..
GDP per capita (current US$),NY.GDP.PCAP.CD,St. Vincent and the Grenadines,VCT,8666.38704104884
GDP per capita (current US$),NY.GDP.PCAP.CD,Sudan,SDN,751.821350097656
GDP per capita (current US$),NY.GDP.PCAP.CD,Suriname,SUR,4869.13422621242
GDP per capita (current US$),NY.GDP.PCAP.CD,Sweden,SWE,61028.7380600287
GDP per capita (current US$),NY.GDP.PCAP.CD,Switzerland,CHE,91991.6004583563
GDP per capita (current US$),NY.GDP.PCAP.CD,Syrian Arab Republic,SYR,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Tajikistan,TJK,897.047510293411
GDP per capita (current US$),NY.GDP.PCAP.CD,Tanzania,TZA,1099.28759765625
GDP per capita (current US$),NY.GDP.PCAP.CD,Thailand,THA,7066.19054595323
GDP per capita (current US$),NY.GDP.PCAP.CD,Timor-Leste,TLS,2741.39393111832
GDP per capita (current US$),NY.GDP.PCAP.CD,Togo,TGO,973.206129076133
GDP per capita (current US$),NY.GDP.PCAP.CD,Tonga,TON,4426.00063706281
GDP per capita (current US$),NY.GDP.PCAP.CD,Trinidad and Tobago,TTO,16032.5027680992
GDP per capita (current US$),NY.GDP.PCAP.CD,Tunisia,TUN,3807.13915027254
GDP per capita (current US$),NY.GDP.PCAP.CD,Turkiye,TUR,9661.23597511355
GDP per capita (current US$),NY.GDP.PCAP.CD,Turkmenistan,TKM,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Turks and Caicos Islands,TCA,20908.5827016004
GDP per capita (current US$),NY.GDP.PCAP.CD,Tuvalu,TUV,5632.00299343641
GDP per capita (current US$),NY.GDP.PCAP.CD,Uganda,UGA,883.892032311279
GDP per capita (current US$),NY.GDP.PCAP.CD,Ukraine,UKR,4835.57177734375
GDP per capita (current US$),NY.GDP.PCAP.CD,United Arab Emirates,ARE,44315.5541834116
GDP per capita (current US$),NY.GDP.PCAP.CD,United Kingdom,GBR,46510.2827819127
GDP per capita (current US$),NY.GDP.PCAP.CD,United States,USA,70248.6290002242
GDP per capita (current US$),NY.GDP.PCAP.CD,Uruguay,URY,17313.1883484186
GDP per capita (current US$),NY.GDP.PCAP.CD,Uzbekistan,UZB,1983.06472288992
GDP per capita (current US$),NY.GDP.PCAP.CD,Vanuatu,VUT,2996.62106154483
GDP per capita (current US$),NY.GDP.PCAP.CD,"Venezuela, RB",VEN,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Vietnam,VNM,3756.48912117326
GDP per capita (current US$),NY.GDP.PCAP.CD,Virgin Islands (U.S.),VIR,..
GDP per capita (current US$),NY.GDP.PCAP.CD,West Bank and Gaza,PSE,3663.96905468875
GDP per capita (current US$),NY.GDP.PCAP.CD,"Yemen, Rep.",YEM,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Zambia,ZMB,1137.34363269164
GDP per capita (current US$),NY.GDP.PCAP.CD,Zimbabwe,ZWE,1773.92041088078
GDP per capita (current US$),NY.GDP.PCAP.CD,Africa Eastern and Southern,AFE,1537.3360209254
GDP per capita (current US$),NY.GDP.PCAP.CD,Africa Western and Central,AFW,1757.03062622138
GDP per capita (current US$),NY.GDP.PCAP.CD,Arab World,ARB,6266.35991574864
GDP per capita (current US$),NY.GDP.PCAP.CD,Caribbean small states,CSS,10063.6912979586
GDP per capita (current US$),NY.GDP.PCAP.CD,Central Europe and the Baltics,CEB,18751.026511843
GDP per capita (current US$),NY.GDP.PCAP.CD,Early-demographic dividend,EAR,3702.69278613251
GDP per capita (current US$),NY.GDP.PCAP.CD,East Asia & Pacific,EAS,13041.7811855841
GDP per capita (current US$),NY.GDP.PCAP.CD,East Asia & Pacific (excluding high income),EAP,9771.64820574671
GDP per capita (current US$),NY.GDP.PCAP.CD,East Asia & Pacific (IDA & IBRD countries),TEA,9880.09606977467
GDP per capita (current US$),NY.GDP.PCAP.CD,Euro area,EMU,42450.1537720293
GDP per capita (current US$),NY.GDP.PCAP.CD,Europe & Central Asia,ECS,27152.4712288326
GDP per capita (current US$),NY.GDP.PCAP.CD,Europe & Central Asia (excluding high income),ECA,8758.93855271138
GDP per capita (current US$),NY.GDP.PCAP.CD,Europe & Central Asia (IDA & IBRD countries),TEC,9842.05226527455
GDP per capita (current US$),NY.GDP.PCAP.CD,Fragile and conflict affected situations,FCS,1784.73432479422
GDP per capita (current US$),NY.GDP.PCAP.CD,Heavily indebted poor countries (HIPC),HPC,1035.89255286148
GDP per capita (current US$),NY.GDP.PCAP.CD,High income,HIC,48225.2412096793
GDP per capita (current US$),NY.GDP.PCAP.CD,IBRD only,IBD,7221.4063511037
GDP per capita (current US$),NY.GDP.PCAP.CD,IDA & IBRD total,IBT,5682.46667679398
GDP per capita (current US$),NY.GDP.PCAP.CD,IDA blend,IDB,1842.77104941479
GDP per capita (current US$),NY.GDP.PCAP.CD,IDA only,IDX,1216.37298905564
GDP per capita (current US$),NY.GDP.PCAP.CD,IDA total,IDA,1426.02871329881
GDP per capita (current US$),NY.GDP.PCAP.CD,Late-demographic dividend,LTE,11465.857770559
GDP per capita (current US$),NY.GDP.PCAP.CD,Latin America & Caribbean,LCN,8327.60519038266
GDP per capita (current US$),NY.GDP.PCAP.CD,Latin America & Caribbean (excluding high income),LAC,7728.03330913836
GDP per capita (current US$),NY.GDP.PCAP.CD,Latin America & the Caribbean (IDA & IBRD countries),TLA,8108.91586994813
GDP per capita (current US$),NY.GDP.PCAP.CD,Least developed countries: UN classification,LDC,1150.03014767511
GDP per capita (current US$),NY.GDP.PCAP.CD,Low & middle income,LMY,5491.92212029334
GDP per capita (current US$),NY.GDP.PCAP.CD,Low income,LIC,704.508786523468
GDP per capita (current US$),NY.GDP.PCAP.CD,Lower middle income,LMC,2572.70514396668
GDP per capita (current US$),NY.GDP.PCAP.CD,Middle East & North Africa,MEA,7562.82507779443
GDP per capita (current US$),NY.GDP.PCAP.CD,Middle East & North Africa (excluding high income),MNA,3565.23934309396
GDP per capita (current US$),NY.GDP.PCAP.CD,Middle East & North Africa (IDA & IBRD countries),TMN,3564.06602531565
GDP per capita (current US$),NY.GDP.PCAP.CD,Middle income,MIC,6074.0849211156
GDP per capita (current US$),NY.GDP.PCAP.CD,North America,NAC,68369.6627865258
GDP per capita (current US$),NY.GDP.PCAP.CD,Not classified,INX,..
GDP per capita (current US$),NY.GDP.PCAP.CD,OECD members,OED,42446.8593225577
GDP per capita (current US$),NY.GDP.PCAP.CD,Other small states,OSS,13878.8148434096
GDP per capita (current US$),NY.GDP.PCAP.CD,Pacific island small states,PSS,3643.84543691992
GDP per capita (current US$),NY.GDP.PCAP.CD,Post-demographic dividend,PST,49223.5950344334
GDP per capita (current US$),NY.GDP.PCAP.CD,Pre-demographic dividend,PRE,1411.4592703128
GDP per capita (current US$),NY.GDP.PCAP.CD,Small states,SST,12588.9277948417
GDP per capita (current US$),NY.GDP.PCAP.CD,South Asia,SAS,2149.8215950035
GDP per capita (current US$),NY.GDP.PCAP.CD,South Asia (IDA & IBRD),TSA,2149.8215950035
GDP per capita (current US$),NY.GDP.PCAP.CD,Sub-Saharan Africa,SSF,1626.27792590406
GDP per capita (current US$),NY.GDP.PCAP.CD,Sub-Saharan Africa (excluding high income),SSA,1625.18311846119
GDP per capita (current US$),NY.GDP.PCAP.CD,Sub-Saharan Africa (IDA & IBRD countries),TSS,1626.27792590406
GDP per capita (current US$),NY.GDP.PCAP.CD,Upper middle income,UMC,10828.0506944074
GDP per capita (current US$),NY.GDP.PCAP.CD,World,WLD,12234.7968020033
,,,,
,,,,
,,,,
Data from database: World Development Indicators,,,,
Last Updated: 12/22/2022,,,,
